"ORIGIN_AIRPORT_ID","DEST_AIRPORT_ID",
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,11057,
10135,10397,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10136,11298,
10140,10423,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,14869,
10140,12892,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14679,
10140,14831,
10140,14747,
10140,14057,
10140,14057,
10140,14057,
10140,14057,
10140,14057,
10140,14057,
10140,14057,
10140,14057,
10140,14747,
10140,14747,
10140,12266,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,10423,
10140,12889,
10140,12889,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10423,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,10423,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,12191,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,13232,
10140,13232,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14869,
10140,14869,
10140,12892,
10140,14771,
10140,11292,
10140,14771,
10140,11292,
10140,14771,
10140,11292,
10140,14771,
10140,11292,
10140,14771,
10140,11292,
10140,14771,
10140,11292,
10140,14107,
10140,14107,
10140,14107,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,12478,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10423,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,14771,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,10397,
10140,10397,
10140,10397,
10140,10397,
10140,10397,
10140,10397,
10140,14869,
10140,10397,
10140,10397,
10140,10397,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,13204,
10140,13232,
10140,13232,
10140,14107,
10140,14679,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,13232,
10140,13796,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14679,
10140,14831,
10140,10423,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,12191,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,13232,
10140,13232,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14679,
10140,14831,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,14747,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,12266,
10140,11292,
10140,12266,
10140,12266,
10140,11292,
10140,13930,
10140,12266,
10140,12266,
10140,11292,
10140,13930,
10140,12266,
10140,12266,
10140,11292,
10140,13930,
10140,12266,
10140,12266,
10140,11292,
10140,13930,
10140,12266,
10140,12266,
10140,11292,
10140,13930,
10140,12266,
10140,12266,
10140,11292,
10140,13930,
10140,12266,
10140,12266,
10140,11292,
10140,13930,
10140,12266,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,14107,
10140,14107,
10140,14107,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,13930,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,10397,
10140,10397,
10140,10397,
10140,10397,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,11292,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,13204,
10140,13232,
10140,13232,
10140,14107,
10140,14679,
10140,10423,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12191,
10140,12889,
10140,12889,
10140,12889,
10140,12892,
10140,12892,
10140,13232,
10140,13796,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,10423,
10140,10821,
10140,10821,
10140,11259,
10140,11259,
10140,11259,
10140,11259,
10140,11292,
10140,11292,
10140,12191,
10140,12191,
10140,12889,
10140,12892,
10140,12892,
10140,13198,
10140,13232,
10140,13796,
10140,13796,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14679,
10140,14831,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,14107,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10140,11298,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10141,13487,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10146,10397,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10155,11298,
10157,14771,
10157,14771,
10157,14771,
10157,14771,
10157,14771,
10157,14771,
10157,14771,
